Comment.id|Person.id
274877908087|9401
274877908088|9321
274877908089|2199023257448
274877908090|2199023257448
274877908091|9401
274877908092|9321
687194768909|8796093031739
687194768910|9598
687194768911|8796093031739
687194768912|8796093031739
687194768913|2194
687194768914|8796093031739
687194768915|8796093031739
687194768916|2199023262543
687194768917|4398046519736
687194768918|4398046519736
687194768919|2199023262543
687194768920|8796093029002
687194768921|8796093029002
687194768922|4398046519736
687194768923|2199023262543
687194768924|2194
687194768925|9598
687194768926|2199023262543
687194768927|4398046519736
687194768928|8796093029002
274877908514|9598
274877908515|2194
274877908516|2194
274877908517|9598
274877908518|9598
274877908519|9598
274877908520|9598
274877908521|2194
274877908522|2199023262543
274877908523|9598
274877908524|9598
274877908525|9598
274877908526|2194
274877908527|2199023262543
962072675889|4398046519736
962072675890|13194139543218
962072675891|8796093023851
962072675892|2199023262543
962072675893|4398046519736
962072675894|8796093029002
962072675895|2194
962072675896|13194139543218
962072675897|2194
962072675898|2199023262543
962072675899|2199023262543
962072675900|8796093031739
962072675901|2199023262543
962072675902|8796093031739
824633722446|8796093029002
824633722447|13194139543218
824633722448|2199023262543
824633722449|8796093029002
824633722450|9598
824633722451|2194
824633722452|13194139543218
824633722453|8796093029002
824633722454|8796093031739
824633722455|8796093023851
824633722456|8796093031739
824633722457|13194139535025
824633722458|9598
824633722459|13194139535025
824633722460|4398046519736
824633722461|8796093031739
1786706396767|2194
1786706396768|4398046519736
1786706396769|8796093023851
1786706396770|13194139535025
1786706396771|8796093031739
1786706396772|8796093031739
1786706396773|2194
1786706396774|17592186052187
1786706396775|4398046519736
1786706396776|2194
1786706396777|13194139543218
1786706396778|8796093031739
1786706396779|2199023262543
1786706396780|8796093031739
1786706396781|8796093023851
1786706396782|2199023262543
1786706396783|9598
1786706396784|13194139543218
1786706396786|8796093023851
1786706396788|4398046519736
412316862070|4398046519736
412316862071|2194
412316862072|9598
412316862073|2199023262543
412316862074|2194
412316862075|9598
412316862076|4398046519736
412316862077|9598
412316862078|2194
412316862079|2199023262543
412316862080|2199023262543
412316862081|2194
1511828489859|13194139543218
1511828489860|8796093031739
1511828489861|13194139543218
1511828489862|17592186052187
1511828489863|2194
1511828489864|2199023262543
1511828489865|8796093023851
1511828489866|8796093029002
1511828489867|9598
412316862093|2194
412316862094|2194
412316862095|4398046519736
412316862096|2199023262543
412316862097|4398046519736
412316862098|9598
412316862099|4398046519736
412316862100|2199023262543
412316862101|2199023262543
412316862102|9598
412316862103|2194
412316862104|2194
412316862105|4398046519736
412316862106|4398046519736
412316862107|2194
412316862108|9598
412316862109|4398046519736
412316862110|2194
412316862111|9598
412316862112|9598
412316862114|2199023262543
412316862115|2199023262543
412316862116|2194
412316862117|4398046519736
412316862118|2199023262543
412316862119|2199023262543
412316862120|2199023262543
412316862121|4398046519736
412316862122|2194
412316862123|9598
412316862124|4398046519736
412316862125|4398046519736
962072676015|8796093029002
962072676016|13194139543218
962072676017|4398046519736
962072676018|8796093029002
962072676019|4398046519736
962072676020|8796093023851
962072676021|13194139535025
1511828489911|4398046519736
1511828489912|13194139535025
1511828489913|4398046519736
1511828489914|2194
1511828489915|2199023262543
1511828489916|2199023262543
1511828489917|2199023262543
1511828489918|9598
1511828489919|4398046519736
1511828489920|2199023262543
1511828489921|2194
1511828489922|9598
1511828489923|2194
1511828489924|24189255820408
1786706396871|9598
1786706396872|8796093023851
1786706396873|2199023262543
1786706396874|4398046519736
1786706396875|24189255820408
1786706396876|13194139535025
1786706396877|24189255820408
1786706396878|13194139535025
1786706396879|24189255820408
1786706396880|2194
1786706396881|4398046519736
1786706396882|17592186052187
1786706396883|17592186052187
1786706396884|4398046519736
274877909018|985
274877909019|3060
274877909020|976
274877909021|985
274877909022|609
274877909023|1269
274877909024|985
274877909025|2199023262544
687194769443|2199023264141
687194769444|2199023259875
687194769445|5274
687194769446|1269
687194769447|2199023262544
687194769448|4398046518756
687194769449|4398046520019
687194769450|976
687194769451|4398046518346
687194769452|4398046515513
687194769453|6597069772461
687194769454|976
687194769455|6597069772672
687194769456|2199023258328
687194769457|9332
687194769458|9332
2061584304180|13194139543551
2061584304181|10995116286944
2061584304182|28587302328223
2061584304183|4398046514948
2061584304184|6597069777089
2061584304185|3060
2061584304186|9332
2061584304187|4398046520861
2061584304188|8796093029978
2061584304189|28587302332537
2061584304190|8796093032138
2061584304191|4398046518332
2061584304192|26388279070667
2061584304193|19791209301676
2061584304194|19791209301676
2061584304195|8796093029658
2061584304196|28587302332537
1649267443783|15393162796757
1649267443784|8796093028680
2061584304202|1269
2124|9332
2125|609
2126|985
2127|1269
2128|1269
2129|609
2130|10955
2131|9332
962072676437|13194139533834
962072676438|8796093032138
962072676439|4398046515513
962072676440|2199023265009
962072676441|976
962072676442|10995116280723
962072676443|4398046516245
962072676444|4398046518756
962072676445|2199023265009
962072676446|1269
687194769504|4398046516245
687194769505|4398046515513
687194769506|8796093032138
687194769507|6597069777089
687194769508|8796093029658
687194769509|3060
687194769510|8796093029658
687194769511|609
687194769512|6597069777089
1236950583402|2199023265009
1236950583403|13194139533834
1236950583404|15393162799262
1236950583405|2199023266355
1236950583406|6597069772672
412316862576|6597069776731
412316862577|2199023266355
137438955635|1269
137438955636|976
137438955637|2199023265994
137438955638|3060
137438955639|3060
137438955640|10955
137438955641|3060
137438955642|1269
137438955643|3060
137438955644|10955
137438955645|2199023258328
137438955646|9332
137438955647|1269
137438955648|3060
137438955649|3060
137438955650|976
137438955651|3060
1099511629957|8796093028680
1099511629958|2199023262544
1099511629959|2199023266355
1099511629960|15393162796757
1099511629961|15393162792856
1099511629962|985
1099511629963|4398046515513
1099511629964|1269
1099511629965|4398046518332
1099511629966|10995116283227
1099511629967|15393162796757
1099511629968|8796093029978
1099511629969|15393162799262
1099511629970|13194139533535
1099511629971|10995116280723
1099511629972|6597069774002
1099511629973|8796093028680
1099511629974|2199023262209
1786706397336|10995116282278
1786706397337|15393162792237
1786706397338|24189255817943
1786706397339|10995116283227
1786706397340|13194139533535
1786706397341|976
1786706397342|15393162799262
1786706397343|8796093029978
1786706397344|2199023264141
1786706397345|2199023258328
1786706397346|6597069772672
1786706397347|6597069776242
1786706397348|2199023262544
1786706397349|6597069772672
1786706397350|15393162792237
1786706397351|2199023256181
1786706397352|8796093024661
1374389536955|4398046515513
1236950583485|17592186051281
1236950583486|17592186055331
1236950583487|4398046515513
1236950583488|2199023258328
1236950583489|4398046518332
1236950583490|6597069772672
1236950583491|2199023258328
1236950583492|6597069777089
1236950583493|9332
2247|976
2248|1269
2249|9234
2250|10955
2251|609
2252|985
2253|976
2254|9234
2255|1269
2256|10955
2257|1269
2258|9332
2259|1269
2260|1269
2261|10955
2262|1269
2263|9234
2264|10955
2265|9234
137438955739|3060
137438955740|985
137438955741|5274
137438955742|976
137438955743|609
137438955744|10955
137438955745|985
137438955746|609
137438955747|985
137438955748|9332
137438955749|976
137438955750|1269
137438955751|976
137438955752|5274
137438955753|5274
137438955754|9234
137438955755|9234
137438955756|10955
824633723119|2199023266355
824633723120|8796093024661
824633723121|4398046518756
824633723122|4398046516245
824633723123|10995116282278
1236950583541|8796093032138
1236950583542|9234
1236950583543|19791209303331
1236950583544|4398046518756
1236950583545|17592186055331
1236950583546|1269
1236950583547|2199023265009
1099511630077|8796093029658
1099511630078|2199023262209
962072676617|10995116280723
962072676618|8796093029658
962072676619|8796093024661
962072676620|2199023256181
962072676621|10995116282278
962072676622|2199023265009
962072676623|10955
962072676624|2199023258328
962072676625|6597069774002
962072676626|4398046521028
962072676627|10995116282278
137438955797|985
137438955798|9332
137438955799|9234
137438955800|3060
137438955801|9234
137438955802|609
137438955803|976
137438955804|9234
137438955805|5274
137438955806|9332
137438955807|5274
1924145350946|8796093028680
1924145350947|15393162792237
1924145350948|10995116282278
1099511630165|9332
1099511630166|6597069772461
1099511630167|2199023259875
1099511630168|2199023258328
1099511630169|13194139543551
1099511630170|13194139533535
1099511630171|8796093029658
1099511630172|9234
2061584304478|26388279073821
2061584304479|8796093032138
2061584304480|4398046521028
2061584304481|1269
2061584304482|13194139533535
2061584304483|4398046521028
2061584304484|28587302332537
2061584304485|6597069772461
2061584304486|8796093029978
2061584304487|4398046520019
2061584304488|17592186049473
2061584304489|2199023259875
2061584304490|6597069772942
2061584304491|26388279070667
2061584304492|2199023265009
2061584304493|8796093028680
2061584304494|19791209309381
1924145351024|19791209309381
1924145351025|10995116286944
1924145351026|13194139543551
1924145351027|2199023262544
1924145351028|2199023265009
1924145351029|4398046518756
1924145351030|6597069772942
1924145351031|976
1924145351032|10995116286944
1924145351033|5274
1924145351034|15393162799173
1924145351035|21990232563129
1924145351036|3060
1924145351037|26388279071427
1924145351038|19791209300814
1924145351039|2199023264141
1786706397569|15393162796757
1786706397570|4398046516245
1786706397571|10995116280723
1786706397572|15393162796757
1786706397573|10955
412316862868|4398046520019
412316862869|4398046516245
412316862870|4398046520019
412316862871|985
412316862872|2199023264141
412316862873|4398046518346
412316862874|2199023256181
412316862875|609
412316862876|9332
412316862877|6597069774002
274877909407|9332
274877909408|2199023265009
274877909409|9234
274877909410|2199023262544
274877909411|1269
274877909412|2199023266355
274877909413|2199023259875
274877909414|985
274877909415|2199023265994
274877909416|2199023258328
274877909417|9332
274877909418|2199023264141
274877909419|1269
274877909420|4398046518332
962072676782|15393162796757
962072676783|10995116286147
962072676784|6597069772461
1649267444146|4398046514948
1649267444147|2199023264141
412316862901|4398046521028
412316862902|2199023265009
412316862903|3060
412316862904|4398046518756
412316862905|2199023256181
412316862906|9234
412316862907|4398046514948
412316862908|4398046514948
412316862909|2199023262209
412316862910|2199023265994
412316862911|6597069774002
412316862912|1269
412316862913|5274
412316862914|4398046514948
412316862915|6597069774002
412316862916|985
412316862917|4398046518346
412316862918|4398046520019
412316862919|4398046514948
137438955977|609
137438955978|609
137438955979|1269
137438955980|10955
137438955981|1269
137438955982|985
137438955983|5274
137438955984|985
137438955985|10955
137438955986|1269
274877909460|976
274877909461|976
274877909462|2199023258328
274877909463|2199023256181
274877909465|2199023256181
274877909466|4398046518332
274877909467|2199023256181
274877909468|2199023266355
274877909469|2199023259875
274877909470|976
274877909471|2199023259875
274877909472|2199023262209
274877909473|2199023259875
274877909474|10955
274877909475|2199023264141
274877909476|9234
274877909477|609
274877909478|9234
274877909479|2199023262209
274877909480|2199023265009
274877909481|1269
274877909482|2199023256181
687194769900|8796093029658
687194769901|2199023262209
687194769902|6597069774002
687194769903|2199023258328
1236950583793|4398046518332
1236950583794|2199023265009
1236950583795|4398046518346
1236950583796|19791209301676
1236950583797|2199023259875
1236950583798|6597069776242
1236950583799|2199023266355
1236950583800|10995116282278
1236950583801|15393162796757
1236950583802|15393162799262
1236950583803|4398046520019
1236950583804|4398046515513
1236950583805|15393162791846
1236950583806|15393162791846
1236950583807|17592186055331
1236950583808|1269
274877909506|9234
274877909507|976
274877909508|5274
274877909509|3060
274877909510|2199023258328
274877909511|2199023258328
274877909512|5274
274877909513|2199023262209
274877909514|985
1649267444236|13194139533834
1649267444237|10995116282278
1649267444238|21990232565867
1649267444239|24189255818030
1649267444240|21990232565867
1649267444241|4398046514948
1236950583847|9234
1236950583848|10995116286944
1236950583849|609
1236950583850|4398046518756
1236950583851|19791209300814
1236950583852|2199023264141
1374389537325|4398046518332
1236950583854|10995116282278
1236950583856|15393162796757
1236950583857|2199023258328
1236950583858|2199023259875
1236950583859|15393162791846
1236950583860|10995116282278
1236950583861|5274
1236950583862|17592186050859
1236950583863|976
1236950583864|2199023266355
1236950583865|4398046516245
1236950583866|15393162791846
1236950583867|10995116283227
1236950583868|4398046514948
1236950583869|15393162791846
1236950583870|17592186049473
1236950583871|8796093028680
1236950583872|15393162796757
1236950583873|2199023258328
1236950583874|17592186055331
1924145351236|24189255811940
1924145351237|19791209301676
1924145351238|2199023262544
1924145351239|15393162792856
1924145351240|4398046518346
1924145351241|8796093029658
1924145351242|2199023258328
1924145351243|13194139533535
1924145351244|5274
1924145351245|13194139533834
1924145351246|19791209303331
1924145351247|8796093024661
1924145351248|17592186049473
1924145351249|15393162792237
1924145351250|19791209303331
1924145351251|6597069777089
1924145351252|2199023259875
1924145351253|19791209309381
549755816535|2199023262544
549755816536|2199023259875
549755816537|9332
2061584304744|976
2061584304745|6597069776731
2061584304746|10995116282278
2061584304747|15393162796757
1924145351277|13194139543551
1924145351278|17592186049473
1924145351279|10955
1924145351280|19791209301676
1924145351281|4398046518756
1924145351282|26388279071427
1924145351283|8796093029658
1924145351284|28587302332537
1924145351285|4398046520861
1924145351286|13194139533535
2061584304759|2199023265009
1924145351288|21990232565867
1924145351289|17592186045573
1924145351290|24189255818030
1924145351291|10995116283227
1099511630461|2199023262209
1099511630462|4398046518346
1099511630463|15393162796757
1786706397825|13194139543551
1786706397826|21990232565744
1786706397827|19791209305722
1786706397828|15393162799173
1786706397829|10995116280723
1511828490887|21990232565867
1511828490888|6597069777089
1511828490889|4398046518332
1511828490890|19791209301676
1511828490891|10995116286147
1511828490892|13194139543551
1511828490893|2199023259875
1511828490894|2199023265994
1511828490895|8796093029978
1511828490896|3060
1511828490897|10995116286944
1924145351315|19791209300814
1924145351316|4398046518756
1924145351317|21990232563129
1924145351318|15393162799173
1924145351319|6597069772672
1924145351320|2199023256181
1099511630490|3060
1099511630492|10995116280723
1099511630493|6597069776731
1099511630494|8796093029658
1099511630495|6597069776731
1099511630496|10995116286147
1099511630497|10995116280723
1099511630498|2199023265994
1099511630499|8796093029978
1649267444389|8796093032138
1649267444391|2199023258328
1649267444392|8796093029978
1649267444393|17592186055331
1649267444394|24189255813941
1649267444395|2199023258328
1649267444396|2199023266355
1649267444397|4398046520861
1649267444398|4398046515513
1649267444399|19791209309381
1649267444400|10955
1649267444401|4398046521028
1649267444402|1269
1649267444403|4398046520861
1374389537461|15393162792237
1374389537462|6597069776242
1374389537463|19791209309381
1374389537464|15393162796757
1374389537465|17592186051281
1374389537466|13194139543551
1374389537467|15393162796757
1374389537468|15393162797735
1374389537469|8796093032138
1374389537470|6597069774002
1374389537471|19791209303331
1374389537472|9332
1374389537473|10955
1374389537474|13194139533834
274877909701|2199023266355
274877909702|2199023265009
274877909703|9234
274877909704|609
274877909705|1269
274877909706|2199023259875
274877909707|2199023264141
274877909708|4398046515513
274877909709|4398046518756
274877909710|2199023262544
274877909711|10955
274877909712|4398046520861
274877909713|4398046515513
274877909714|609
274877909715|2199023258328
274877909716|2199023262209
274877909717|4398046518332
274877909718|2199023265994
274877909719|4398046518756
274877909720|5274
1374389537498|19791209301676
1374389537499|4398046514948
1374389537500|19791209309381
1374389537501|15393162797735
